East,North,Value
651894.225699418,6133596.162624444,112.0
651896.3576696718,6133596.235932078,131.0
651888.5366035034,6133598.473111302,74.0
651886.4969824331,6133598.279224554,74.0
651884.4045024896,6133598.0835213335,92.0
651882.4274788774,6133598.634337113,133.0
651881.7223425715,6133596.568085123,48.0
651898.4720203187,6133596.308634884,156.0
651900.5666260915,6133596.442538795,164.0
651902.6996589092,6133596.484946513,57.0
651904.8316290748,6133596.558258241,52.0
651906.9822814884,6133596.601273912,38.0
651909.1329339134,6133596.644290631,29.0
651911.2638413446,6133596.748508447,29.0
651913.3958114511,6133596.821824311,45.0
651915.5619579753,6133596.927256044,83.0
651917.730229958,6133596.97088288,58.0
651903.569051467,6133594.287196394,126.0
651901.4370802152,6133594.213885292,103.0
651899.3040463207,6133594.171478204,123.0
651897.1710124379,6133594.129072146,99.0
651895.056660758,6133594.056369982,75.0
651880.8138275342,6133594.773296425,80.0
651879.1461637847,6133593.5093186805,137.0
651880.6696833032,6133594.861159059,110.0
651882.6693738118,6133595.703399963,108.0
651885.6086577413,6133595.897278136,126.0
651892.951968315,6133591.1375651965,84.0
651895.1015605931,6133591.211478025,67.0
651897.2522154613,6133591.254488915,79.0
651899.3676311234,6133591.296289126,122.0
651901.4985411288,6133591.400502187,110.0
651930.5044303978,6133597.410206263,167.0
651932.6011611653,6133597.482319426,249.0
651934.7010805327,6133597.461724653,137.0
651936.8122422327,6133597.627154754,97.0
651925.1396885276,6133594.905235655,170.0
651923.0242742086,6133594.8634230755,151.0
651920.8746834842,6133594.789496628,115.0
651918.725092741,6133594.7155712275,128.0
651916.5392000414,6133594.671337987,56.0
651938.5225684418,6133598.67604576,0.0
651919.8445804212,6133597.043595922,95.0
651921.9941700404,6133597.117521885,152.0
651924.1272028525,6133597.159939953,188.0
651926.2404904625,6133597.263559038,195.0
651928.3724604393,6133597.336882135,174.0
651914.3885465458,6133594.62831768,74.0
651912.2213361793,6133594.553789522,58.0
651910.0717453908,6133594.479868336,33.0
651907.9045349865,6133594.405342297,35.0
651905.7362618942,6133594.361720302,43.0
651925.0655216986,6133591.93249,116.0
651927.1788118137,6133592.036109491,123.0
651929.2589883317,6133592.076712072,79.0
651931.338102014,6133592.148218609,82.0
651933.420404264,6133592.127017194,110.0
651882.2585475243,6133591.233984708,86.0
651884.3979576936,6133591.090965638,121.0
651886.5352429859,6133591.009753571,144.0
651888.6858978235,6133591.052760292,137.0
651890.8178704999,6133591.126065212,93.0
651882.4821999155,6133593.96435167,71.0
651881.072898168,6133592.368921535,105.0
651880.0629141585,6133590.446886335,110.0
651880.1286999458,6133591.098877949,107.0
651878.0196593202,6133590.871669042,0.0
651935.8710851364,6133595.243379754,160.0
651933.7028120336,6133595.199744027,127.0
651931.5708409828,6133595.126418373,120.0
651929.4388699136,6133595.053093748,89.0
651927.28821641,6133595.010067157,160.0
651939.0652600364,6133596.745520773,9.0
651940.32610388,6133594.963454839,6.0
651892.9599286574,6133593.984274668,111.0
651942.021674104,6133593.877011617,1.0
651890.8445143765,6133593.942477506,83.0
651888.7664644029,6133593.840087031,98.0
651940.146719183,6133595.050103495,11.0
651886.6697322488,6133593.767994706,139.0
651938.0196128652,6133595.34821648,41.0
651884.5596305621,6133593.5716856355,117.0
651903.6326390457,6133591.412007331,81.0
651905.7656743358,6133591.454416489,51.0
651907.8810900287,6133591.496220779,21.0
651910.0493645584,6133591.539843801,39.0
651912.200019491,6133591.582861972,49.0
651914.3496117067,6133591.656784171,74.0
651916.5013293903,6133591.6689014565,101.0
651918.6685412067,6133591.743431692,99.0
651920.8015765614,6133591.785848112,86.0
651922.9159295312,6133591.858562583,183.0
651943.7658522497,6133592.915999063,6.0
651944.170778559,6133590.887917411,4.0
651943.5692608773,6133588.887097333,2.0
651942.1536008442,6133587.477065252,1.0
651940.040758309,6133586.847481995,9.0
651935.2396396904,6133593.086833942,124.0
651936.7412720866,6133594.561699831,212.0
651938.6320470948,6133595.493039084,32.0
651940.663615026,6133595.408217088,1.0
651942.5290036155,6133594.513252221,2.0
651902.4934978157,6133586.577210148,168.0
651904.608915793,6133586.619012831,165.0
651906.7408907362,6133586.692325402,66.0
651908.8376264062,6133586.764427199,39.0
651910.9696013128,6133586.837741815,36.0
651913.6312277348,6133586.898332069,44.0
651915.7642653515,6133586.940746018,61.0
651917.896240228,6133587.014063977,71.0
651920.0292778524,6133587.056479987,72.0
651922.161252707,6133587.129800006,116.0
651934.6824298444,6133587.746069527,96.0
651936.6925793744,6133587.258294927,278.0
651938.3779720515,6133585.9549234295,167.0
651939.2410068902,6133583.942597897,56.0
651940.5643192162,6133585.47321077,1.0
651924.2942903393,6133587.172218075,91.0
651926.4262651718,6133587.245540153,160.0
651928.5219379072,6133587.34855428,137.0
651930.6010538097,6133587.420060434,132.0
651932.6780439848,6133587.553373524,167.0
651881.1641848863,6133586.122278138,85.0
651883.2919098458,6133586.3191913245,78.0
651885.4158278538,6133586.113760943,124.0
651887.5344334156,6133586.062846494,137.0
651889.665345938,6133586.167053802,111.0
651937.9425100151,6133587.33222499,184.0
651936.2726118248,6133588.698008612,231.0
651934.2849478272,6133589.557831133,187.0
651932.1599651456,6133589.794141018,123.0
651930.0434854401,6133589.783228093,104.0
651927.8720212814,6133589.832304208,138.0
651925.7192396482,6133589.851084378,156.0
651923.6027601107,6133589.840174537,118.0
651885.3089561984,6133588.709005778,129.0
651921.4697237756,6133589.797756783,92.0
651883.4953743836,6133589.636715029,70.0
651919.3025109819,6133589.723225188,95.0
651882.4304067995,6133587.774667855,155.0
651881.1518777295,6133585.967157426,87.0
651879.2984518743,6133584.97524864,19.0
651891.8501798655,6133586.2421766585,98.0
651893.9645352613,6133586.314877225,45.0
651896.0975728653,6133586.357281675,59.0
651898.230610481,6133586.399687152,159.0
651900.3625854794,6133586.472996645,210.0
651895.8113109604,6133589.039176799,61.0
651893.6958942716,6133588.99737831,45.0
651891.5815401624,6133588.924677849,79.0
651889.4858682065,6133588.821681244,82.0
651887.3933838196,6133588.625976682,106.0
651906.4391280843,6133589.31180809,28.0
651904.2895347908,6133589.237889759,126.0
651902.1741180709,6133589.196087209,122.0
651900.0421443724,6133589.12277682,153.0
651897.9091080434,6133589.080370445,128.0
651917.1881570182,6133589.650512464,70.0
651915.05618342,6133589.577194826,38.0
651912.8879078524,6133589.533569361,38.0
651910.7206949985,6133589.459041981,37.0
651908.5887213591,6133589.385727467,31.0
651938.290772994,6133584.899980074,241.0
651936.1390515418,6133584.887852232,220.0
651933.9830786784,6133584.999337346,194.0
651942.3285713631,6133586.49301828,0.0
651940.408931229,6133585.37504759,0.0
651931.8511027015,6133584.92601164,145.0
651929.7025699028,6133584.821177998,80.0
651927.570593874,6133584.747854357,173.0
651925.4209981896,6133584.673925779,141.0
651923.2714024868,6133584.599998247,127.0
651888.9659668866,6133583.420329212,174.0
651886.8713548509,6133583.286430908,239.0
651884.7612481355,6133583.090121824,159.0
651882.7831554337,6133583.671840528,141.0
651882.5040753274,6133581.527418693,139.0
651910.2670473508,6133584.183722575,39.0
651908.1163888486,6133584.140705405,43.0
651905.9678556918,6133584.035883317,113.0
651903.8182598343,6133583.961965258,106.0
651901.6862835963,6133583.888654119,171.0
651881.6569159174,6133579.4872234175,124.0
651880.1686303138,6133578.136594378,122.0
651881.4898390706,6133579.728995157,136.0
651883.3235221123,6133580.782104999,117.0
651885.3765209299,6133581.100207887,177.0
651899.5719269785,6133583.815949874,150.0
651897.4575703426,6133583.743246642,114.0
651895.3255940494,6133583.669938575,63.0
651893.2112373771,6133583.597237376,52.0
651891.0979432496,6133583.493634207,80.0
651931.2633954624,6133582.523454644,118.0
651933.3467650888,6133582.471350141,126.0
651935.3885182884,6133582.603452469,113.0
651937.18907489,6133583.593566922,257.0
651938.331940075,6133585.241730879,208.0
651920.6574312344,6133582.127757928,102.0
651922.7883456892,6133582.23198119,133.0
651924.9379425407,6133582.305908468,101.0
651927.0523000815,6133582.378624843,102.0
651929.1490379579,6133582.450736251,73.0
651921.1218067651,6133584.526071762,101.0
651918.9535286295,6133584.482443362,91.0
651916.7873759905,6133584.377010065,136.0
651914.6190978471,6133584.333383793,65.0
651912.4518824273,6133584.2588556055,47.0
651898.1539535661,6133581.446727991,159.0
651900.3035506024,6133581.520643272,131.0
651902.4531476202,6133581.5945596015,117.0
651905.6268094967,6133581.64181243,119.0
651907.7764064979,6133581.71573135,56.0
651909.9436231279,6133581.790257222,40.0
651912.0766631532,6133581.83266935,33.0
651914.2086404662,6133581.90598549,62.0
651916.3406177607,6133581.979302658,95.0
651918.5078343304,6133582.053832735,160.0
651887.4443950097,6133580.985669966,144.0
651889.5950547362,6133581.028677048,164.0
651891.7425267743,6133581.164394126,66.0
651893.8899987335,6133581.300112251,63.0
651896.0395958071,6133581.374025456,57.0
651938.7400529592,6133583.120939845,139.0
651940.1749707769,6133581.40674,5.0
651925.0250920423,6133579.7718642205,100.0
651942.0569216481,6133580.5432838565,4.0
651922.8391918604,6133579.727627986,135.0
651940.0077272105,6133580.627499296,12.0
651920.6719741143,6133579.653095801,89.0
651937.8863779625,6133580.245140945,155.0
651918.503693596,6133579.609467661,78.0
651916.3364758269,6133579.534937605,92.0
651914.1681953159,6133579.491311594,60.0
651912.0196598885,6133579.3864866,53.0
651909.868999027,6133579.343468613,28.0
651907.7359578339,6133579.301057571,59.0
651905.5687400004,6133579.226532801,102.0
651935.7399686251,6133580.078498451,138.0
651933.6069274002,6133580.03607491,124.0
651931.4397097185,6133579.96153744,153.0
651929.2890488452,6133579.918509996,95.0
651927.1570704529,6133579.845186593,136.0
651886.4141382601,6133576.0618032655,215.0
651888.5183166129,6133575.9175744485,180.0
651883.2459620566,6133576.881059446,107.0
651892.7603114123,6133578.755167749,85.0
651890.6721664917,6133575.867873066,121.0
651882.3988019095,6133574.840864049,162.0
651890.6833168406,6133578.621873507,69.0
651892.7854642723,6133575.97147597,89.0
651888.5689577883,6133578.549174571,182.0
651880.8763379682,6133573.458120226,155.0
651894.9516210128,6133576.076897422,128.0
651886.4599113608,6133578.321961733,164.0
651882.363562563,6133574.839652458,148.0
651884.2885334223,6133575.803082689,123.0
651884.4054056939,6133578.560717871,139.0
651903.4180791578,6133579.183517956,91.0
651901.3047829068,6133579.079909938,166.0
651899.1738669497,6133578.9756970685,160.0
651897.0408257392,6133578.933291194,114.0
651894.8922900571,6133578.828474538,76.0
651907.7445631442,6133576.485856845,69.0
651909.8941626718,6133576.559776756,29.0
651912.0282679261,6133576.571285837,58.0
651914.1602477783,6133576.644601911,67.0
651916.3087845435,6133576.749427924,44.0
651935.2922768471,6133575.143714818,244.0
651933.1624218099,6133575.008582601,263.0
651897.0659812989,6133576.149599394,172.0
651931.0160098572,6133574.841942447,160.0
651899.2166435217,6133576.192611123,174.0
651901.3475608231,6133576.296823989,184.0
651928.8653465004,6133574.798915249,127.0
651926.7136203465,6133574.786792075,121.0
651903.4971603914,6133576.370740784,83.0
651905.6115206045,6133576.4434468495,112.0
651938.4147614865,6133575.653323774,229.0
651939.2767350528,6133573.671901217,64.0
651939.3450879861,6133573.736131259,100.0
651937.440200828,6133574.753497458,202.0
651929.1017258948,6133577.158449237,47.0
651918.477066431,6133576.793054964,60.0
651931.2337055994,6133577.231773556,47.0
651920.59142656,6133576.865768204,101.0
651933.3315088078,6133577.272983928,173.0
651922.7057866706,6133576.938482456,45.0
651935.3620219703,6133577.21906234,153.0
651924.8730057651,6133577.013015618,7.0
651937.4865615009,6133577.508710522,284.0
651926.9873658391,6133577.085731921,51.0
651940.7869994044,6133572.331567367,0.0
651892.4257277632,6133573.607703396,134.0
651890.3289859756,6133573.535609492,169.0
651888.2333067092,6133573.432613602,207.0
651886.0900809785,6133573.17328636,225.0
651884.0841819718,6133573.537472048,110.0
651924.5464001445,6133574.712258032,74.0
651922.3957368217,6133574.669233984,86.0
651920.2461362737,6133574.595308005,144.0
651918.0954729588,6133574.552286051,141.0
651915.9645547986,6133574.448065116,57.0
651937.618972732,6133574.171795036,180.0
651938.2758872471,6133571.997682246,161.0
651939.5469163718,6133570.43254289,40.0
651941.326342124,6133569.472741305,1.0
651943.3167551132,6133569.046169505,1.0
651903.0835079274,6133574.036052591,87.0
651900.9702092104,6133573.932444775,192.0
651898.8206084755,6133573.858529229,162.0
651896.6896899989,6133573.754317601,185.0
651894.5577088902,6133573.681009983,130.0
651913.7973345174,6133574.373536347,47.0
651911.6642908683,6133574.331123448,26.0
651927.7895987164,6133572.2248764755,130.0
651909.4981332526,6133574.225693811,48.0
651929.8852785892,6133572.327891129,126.0
651907.3650895965,6133574.183282987,68.0
651931.9654644176,6133572.368494835,298.0
651905.2154889324,6133574.109364326,135.0
651934.0488388347,6133572.316390584,309.0
651936.0778422557,6133572.819328882,195.0
651917.1638646957,6133571.8903885335,109.0
651919.3145292914,6133571.933410013,155.0
651921.4288917533,6133572.006123615,113.0
651923.5421914114,6133572.109741209,85.0
651925.6752363093,6133572.152159827,122.0
651906.4852713016,6133571.554108495,70.0
651908.6161908507,6133571.658324832,67.0
651910.7679181271,6133571.670439168,59.0
651912.8999003351,6133571.743754592,41.0
651915.0318825246,6133571.817071048,130.0
651885.1573909477,6133570.542298896,207.0
651887.2872484333,6133570.677407916,217.0
651889.4016112441,6133570.750106176,185.0
651891.5304060422,6133570.91612023,94.0
651893.6602633088,6133571.051232328,111.0
651882.5242646218,6133574.783298652,180.0
651883.0535638285,6133572.72854946,176.0
651882.6180304955,6133570.516869511,146.0
651881.230590264,6133568.798433355,73.0
651883.055778094,6133570.098766867,196.0
651895.7933082709,6133571.093636508,132.0
651897.941847721,6133571.198453541,232.0
651900.0727674336,6133571.302665751,237.0
651902.2047497341,6133571.375976013,157.0
651904.3532890531,6133571.480796166,160.0
651890.3271410496,6133565.893485385,161.0
651892.4570007513,6133566.028596861,179.0
651894.5692406665,6133566.163103525,209.0
651896.6836056956,6133566.235805235,275.0
651898.815590415,6133566.309113818,300.0
651900.9641321985,6133566.4139322825,268.0
651903.0784971579,6133566.486637057,179.0
651905.2094191515,6133566.590851712,133.0
651907.3766431822,6133566.665376201,108.0
651909.5086277793,6133566.738689951,190.0
651911.6747890714,6133566.844119533,206.0
651914.3188078353,6133566.904104093,200.0
651916.486031786,6133566.978633056,163.0
651918.6532557176,6133567.053163084,179.0
651920.785240217,6133567.12648228,124.0
651930.5464407811,6133570.030165342,212.0
651928.4144576058,6133569.956841413,244.0
651926.264854716,6133569.882912542,203.0
651924.1141890188,6133569.839887696,144.0
651922.0008882728,6133569.736269846,135.0
651880.5338572898,6133562.895971226,26.0
651882.1028094311,6133564.465950133,137.0
651884.0122903453,6133565.366968395,217.0
651886.0984107454,6133565.748089067,263.0
651888.2127759065,6133565.820786718,200.0
651939.1170529439,6133570.10836257,101.0
651936.9808182232,6133570.1586464085,225.0
651934.8301524993,6133570.115616343,370.0
651932.6794867867,6133570.072587326,471.0
651887.7577592878,6133568.280303186,291.0
651885.6155935412,6133567.990073233,215.0
651883.6251869627,6133568.416670938,202.0
651882.976091811,6133566.259527344,206.0
651882.05845023,6133564.216908885,96.0
651933.5045422965,6133567.625801034,509.0
651935.536122745,6133567.540976478,276.0
651909.1230153821,6133569.231531005,51.0
651906.9734122938,6133569.157611528,91.0
651937.6472987898,6133567.7064067405,272.0
651904.8424915383,6133569.053396004,158.0
651939.413684766,6133568.664406983,105.0
651939.0588370254,6133566.672071977,127.0
651902.6939510365,6133568.948575631,208.0
651900.5277907875,6133568.84315044,219.0
651941.2639168515,6133569.74905,0.0
651922.9348444045,6133567.200408462,161.0
651925.084448573,6133567.274335691,216.0
651927.1988133106,6133567.347052019,210.0
651929.3131780303,6133567.419769359,212.0
651931.4099230259,6133567.491881723,332.0
651919.8336656307,6133569.6617381545,193.0
651917.7016823626,6133569.588419398,162.0
651915.5718245339,6133569.453295713,100.0
651913.438778485,6133569.410881995,88.0
651911.2902381485,6133569.306057437,108.0
651898.3958072776,6133568.769841009,275.0
651896.2296469456,6133568.664417924,283.0
651894.1152830827,6133568.5917164115,168.0
651892.0019817654,6133568.488112929,164.0
651889.8721232497,6133568.353001653,275.0
651939.8017258535,6133564.562795461,69.0
651939.85033342,6133564.688225438,62.0
651937.7665059306,6133565.266283627,163.0
651935.6137120805,6133565.285059173,270.0
651912.0604030091,6133564.351278682,115.0
651909.9118602097,6133564.246454837,91.0
651907.7456976437,6133564.14102614,108.0
651905.5960920891,6133564.067107376,161.0
651903.4299294399,6133563.961680798,196.0
651941.2799425147,6133563.128540766,0.0
651922.7534454586,6133564.780886805,226.0
651920.6049028576,6133564.676057753,172.0
651918.4729171767,6133564.602738664,195.0
651916.3233117608,6133564.528814674,168.0
651914.1934514778,6133564.393691695,185.0
651930.6546344024,6133562.26806413,228.0
651932.7524447006,6133562.309274113,400.0
651934.8203298616,6133562.1947582,259.0
651936.7911643975,6133562.85039362,247.0
651937.464636558,6133560.707789708,305.0
651933.4849151322,6133565.119023901,459.0
651931.3187529689,6133565.013583637,416.0
651929.1680848278,6133564.970556368,238.0
651927.0360992211,6133564.897233143,261.0
651924.8864938798,6133564.823304984,271.0
651909.3865608427,6133561.567591946,197.0
651911.5196106143,6133561.610003643,172.0
651913.6505349716,6133561.714222331,151.0
651915.7825220085,6133561.78753907,174.0
651917.9155717695,6133561.829953859,210.0
651901.2990061779,6133563.8574670255,280.0
651899.1504631491,6133563.752648417,296.0
651896.9832377556,6133563.678127987,270.0
651894.8523143628,6133563.5739173265,200.0
651892.7037712024,6133563.469101859,147.0
651921.4043887443,6133559.381953652,191.0
651919.254780764,6133559.308028279,217.0
651917.1238552388,6133559.203806905,232.0
651914.974247206,6133559.129883616,272.0
651912.8246391545,6133559.055961373,140.0
651898.6727034033,6133561.2301194,64.0
651900.8046905549,6133561.303428903,55.0
651902.9366776878,6133561.376739438,147.0
651905.1049669116,6133561.420359791,112.0
651907.2535110826,6133561.525181277,174.0
651888.0751893597,6133560.587277928,238.0
651890.1853068133,6133560.783588418,53.0
651892.317294113,6133560.856893823,43.0
651894.4482188157,6133560.961103237,22.0
651896.5593985552,6133561.126513794,47.0
651890.5717851606,6133563.395796248,196.0
651888.4814137635,6133563.138285409,238.0
651886.3430524613,6133563.250399736,219.0
651884.5470801571,6133564.178714512,179.0
651885.3582967469,6133562.133658447,261.0
651920.0475587844,6133561.903272657,206.0
651922.1971655079,6133561.977198437,172.0
651924.3115327589,6133562.049913341,174.0
651926.4258999914,6133562.122629258,276.0
651928.5578869327,6133562.195952167,342.0
651885.2864023664,6133560.120118106,202.0
651884.5604524385,6133558.14596898,260.0
651883.4031278514,6133556.404504676,304.0
651884.556202406,6133558.269580912,233.0
651886.1294050517,6133559.715949303,326.0
651910.6760937751,6133558.951137197,54.0
651908.5088659325,6133558.87661115,116.0
651906.3592578096,6133558.802692055,143.0
651904.2283320526,6133558.698476909,248.0
651902.0600415075,6133558.654857008,323.0
651938.3794712496,6133558.728185014,268.0
651940.0979882936,6133557.487832018,17.0
651938.3047407491,6133558.849372848,311.0
651936.3886052324,6133559.680715707,306.0
651934.2459884548,6133559.916418808,637.0
651932.0995691547,6133559.749778248,482.0
651929.9686438304,6133559.645550672,236.0
651927.8366556468,6133559.572227104,201.0
651925.6849221154,6133559.560104553,189.0
651923.5353141875,6133559.486177093,191.0
651888.7138417439,6133557.917498818,318.0
651886.6476387815,6133558.496186868,287.0
651885.6210909145,6133556.542641771,324.0
651884.540620311,6133554.618182506,250.0
651882.8334519605,6133553.476603986,296.0
651899.9467354225,6133558.551249801,357.0
651897.7795074703,6133558.476729021,160.0
651895.6309618242,6133558.371912172,174.0
651892.9714436666,6133558.24952708,173.0
651890.8394551033,6133558.176221381,246.0
651884.462703751,6133554.832080176,252.0
651886.4106156174,6133555.641602059,244.0
651888.5612876542,6133555.684608436,274.0
651890.6622881021,6133555.6330894325,300.0
651892.7932153267,6133555.737298008,219.0
651894.9065227533,6133555.840901769,129.0
651897.0198301321,6133555.944506542,292.0
651899.1507572125,6133556.048718186,303.0
651901.3003666182,6133556.122633751,369.0
651903.449976005,6133556.196550361,269.0
651905.5995853731,6133556.270468017,204.0
651907.7491947223,6133556.344386721,116.0
651909.9164238013,6133556.418912375,52.0
651912.0484133646,6133556.49222727,81.0
651914.1980226577,6133556.566149114,288.0
651901.0580394901,6133553.422562914,393.0
651898.9260485325,6133553.34925335,426.0
651896.7411982757,6133553.274127262,303.0
651894.5915875203,6133553.20021394,226.0
651892.4606590683,6133553.096004517,225.0
651938.4604147713,6133557.400569073,206.0
651940.5236013616,6133557.935624313,2.0
651942.0844816865,6133559.226892012,2.0
651941.5358167959,6133557.22789047,3.0
651941.9295016304,6133555.013784777,2.0
651927.8346445976,6133557.066056048,194.0
651929.9666339909,6133557.139379595,226.0
651932.0799407789,6133557.243001159,584.0
651934.1766906276,6133557.315114757,524.0
651936.2921230741,6133557.35693238,442.0
651933.2077221365,6133554.713807764,639.0
651931.0933513036,6133554.64108866,315.0
651928.9624235126,6133554.5368616115,323.0
651926.8138759157,6133554.432029619,384.0
651924.6642654829,6133554.358101651,229.0
651943.1498030031,6133553.385022342,3.0
651939.6053701746,6133555.397939884,111.0
651937.4776313717,6133555.200999793,364.0
651935.3717636351,6133554.881054828,401.0
651911.838144224,6133553.886076497,133.0
651909.6895963277,6133553.781252841,154.0
651907.5223659562,6133553.70672732,196.0
651905.3748806289,6133553.571002788,326.0
651903.207650189,6133553.496479385,298.0
651941.7356843116,6133555.007118436,0.0
651922.5498945471,6133554.28538664,173.0
651920.382664319,6133554.210854802,300.0
651918.2517363305,6133554.106632926,191.0
651916.1363025974,6133554.064823965,167.0
651913.9701350252,6133553.959392298,156.0
651890.3131733536,6133552.960287315,429.0
651888.1833073212,6133552.825176978,409.0
651886.1523416403,6133553.405076929,302.0
651884.5994117474,6133554.960538529,263.0
651883.5115027749,6133553.25240041,206.0
651916.347631932,6133556.640072005,289.0
651919.2901298427,6133556.741263233,281.0
651921.4221193248,6133556.814582654,206.0
651923.5706657557,6133556.919412041,147.0
651925.7202749331,6133556.993339497,223.0
651881.9900936529,6133551.838753374,89.0
651884.0416008448,6133552.713714903,254.0
651886.1704044386,6133552.879726225,324.0
651888.3045205864,6133552.8912236625,370.0
651886.0491911441,6133552.813679597,238.0
651882.4752123962,6133550.555972917,189.0
651884.6441262886,6133551.094636667,197.0
651886.7680611422,6133550.889206664,305.0
651888.8941213152,6133550.621971716,393.0
651891.00955629,6133550.663767606,429.0
651918.6497694,6133549.200936539,287.0
651916.4990937586,6133549.157915567,286.0
651914.3339864893,6133549.021580784,247.0
651912.1833108255,6133548.978561913,178.0
651910.0358232213,6133548.842835151,262.0
651903.8709255966,6133551.136943878,336.0
651906.0370945437,6133551.242370568,299.0
651908.2032634414,6133551.347798321,163.0
651910.3539378936,6133551.390815274,144.0
651912.5035496559,6133551.464736252,173.0
651936.3885144603,6133552.502741065,506.0
651938.1079758138,6133553.799461386,328.0
651938.9202820067,6133551.723511769,377.0
651940.3125292115,6133550.224420659,50.0
651942.211049711,6133549.3924734,7.0
651884.0794081572,6133552.127164029,197.0
651882.0274581593,6133551.7781589925,106.0
651884.0276113675,6133552.094443645,212.0
651886.1084255301,6133552.630079129,295.0
651884.5528399312,6133551.184316602,173.0
651914.6344789152,6133551.568955334,310.0
651916.8027731242,6133551.61258135,228.0
651918.9337023163,6133551.716802509,280.0
651921.0833139886,6133551.790727666,299.0
651923.2153058747,6133551.864047913,338.0
651940.109595056,6133549.969924562,239.0
651937.9701619719,6133550.112917006,514.0
651935.843483441,6133549.88507477,489.0
651933.6970592685,6133549.718433514,456.0
651931.5650662633,6133549.645108225,219.0
651893.1415484813,6133550.737073328,304.0
651895.2900978432,6133550.841888906,278.0
651897.4231525778,6133550.884293713,347.0
651899.5903842526,6133550.958814258,471.0
651901.7389335133,6133551.063632975,403.0
651925.3649175097,6133551.937975154,327.0
651928.0255023763,6133552.029476714,312.0
651930.1574942024,6133552.102800315,346.0
651932.254246476,6133552.17491296,513.0
651934.3376303805,6133552.122808692,705.0
651929.4143906443,6133549.602080961,420.0
651927.2471580626,6133549.527545795,411.0
651925.1162278051,6133549.423320642,338.0
651922.9666149481,6133549.34939354,271.0
651920.7993822948,6133549.274861539,399.0
651943.3723615888,6133542.811356531,1.0
651942.5220319696,6133540.863858273,3.0
651940.6386736482,6133539.716196957,33.0
651938.5461669096,6133539.520468528,320.0
651936.4254115773,6133539.633164843,332.0
651934.2704796202,6133539.713747197,421.0
