East,North,Value
651889.4242129097,6133602.9279815685,8.424482854939729
651887.1689090085,6133602.8504365105,18.04383094529947
651885.1602789542,6133602.781373914,24.232568729739086
651883.1319042934,6133602.773512401,10.954318525162874
651881.0020622988,6133602.638405127,7.209787004689516
651900.7060452905,6133603.161209226,41.59812625893054
651898.4331218521,6133603.083052544,10.834707829761118
651896.2119944727,6133603.037617573,11.940353739810531
651893.9369458291,6133603.021269172,11.354520740880622
651891.6795167901,6133603.005527777,27.868849435841753
651912.0001839257,6133603.549586525,5.275164841217386
651909.7624997129,6133603.472635842,9.018331700657791
651907.4708941127,6133603.424771581,7.553361934661505
651905.1979707526,6133603.346611416,4.38635250448494
651902.9437295854,6133603.238155318,3.8094082436345325
651613.9676612448,6133551.60433902,0.007142955496805463
651932.2316901516,6133604.121611795,19.220672819689675
651930.0468647396,6133604.046468818,28.49269623579769
651927.9159608157,6133603.94224188,11.466963892298493
651925.714578602,6133603.835592089,10.822093935888962
651881.8340787776,6133600.501245299,16.121527613854532
651881.8037990895,6133598.303498618,9.976471276712932
651883.0139706465,6133600.046780157,14.960176486324867
651885.0253461299,6133600.549089346,16.148402830233216
651887.0868359106,6133600.619969311,9.696199406728983
651922.8954489203,6133603.738637775,9.84305414581563
651920.8142152037,6133603.72894108,9.065848951940326
651918.6811856098,6133603.68652456,11.715012549963806
651916.4424386636,6133603.64047347,5.496276811286312
651914.2213112891,6133603.59502944,3.257986832373399
651900.5834266975,6133601.0840448355,6.380073096654392
651902.608614559,6133601.184623294,6.1932866545494605
651904.6535472728,6133601.2240026025,8.78574920136594
651906.7337191369,6133601.264594648,7.901633265665817
651908.8138910127,6133601.305187672,6.561720544959557
651931.8997772557,6133601.975368389,22.199322144588173
651934.0151883045,6133602.017185275,9.56267162763982
651936.1274107121,6133602.151712107,13.187998162748245
651938.1738560712,6133601.634247323,0.11541835835457778
651939.7401587132,6133600.203022357,0.017162763981997294
651909.8284933466,6133598.988674033,1.2162326306927265
651907.676779367,6133598.976559939,3.1694682788845876
651905.49195161,6133598.90142915,4.439316105655745
651903.3423629912,6133598.8275112035,2.827540777546974
651901.2093312939,6133598.785103158,6.177709847984137
651921.341404533,6133601.73600213,9.476956161678155
651923.4899290847,6133601.8408318395,10.161020166493564
651925.6032144515,6133601.944450655,7.144947164258962
651927.7341193381,6133602.048676464,5.594802879016775
651929.8174796748,6133601.996570446,22.82545567384257
651889.1328312139,6133600.628438448,13.68162433512731
651891.2130031293,6133600.669023179,13.382111974003084
